Depth ID Strategy Param SolutionLength Visited Processed Depth Time
6 22 dfs ludr 6 160188 160186 20 5.087 
6 22 dfs lurd -1 151451 151451 20 6.61 
6 22 dfs rdlu 6 101153 101150 20 3.199 
6 22 dfs rdul 14 50737 50725 20 1.608 
6 22 dfs uldr -1 151451 151451 20 6.55 
6 22 dfs ulrd -1 225808 225808 20 7.595 
6 23 astr hamm 6 15 7 6 0.001 
6 23 astr manh 6 15 7 6 0.001 
6 23 bfs drlu 6 374 183 0 0.014 
6 23 bfs drul 6 374 183 0 0.012 
6 23 bfs ludr 6 395 194 0 0.013 
6 23 bfs lurd 6 242 115 0 0.008 
6 23 bfs rdlu 6 220 104 0 0.007 
6 23 bfs rdul 6 220 104 0 0.007 
6 23 bfs uldr 6 395 194 0 0.013 
6 23 bfs ulrd 6 242 115 0 0.008 
6 23 dfs drlu 16 117552 117542 20 3.746 
6 23 dfs drul 16 135256 135249 20 4.26 
6 23 dfs ludr -1 145049 145049 20 4.602 
6 23 dfs lurd -1 279153 279153 20 10.003 
6 23 dfs rdlu 18 28399 28387 20 0.889 
6 23 dfs rdul 6 32751 32746 20 1.015 
6 23 dfs uldr -1 279153 279153 20 13.106 
6 23 dfs ulrd 18 27769 27758 20 0.888 
6 24 astr hamm 6 17 7 6 0.001 
6 24 astr manh 6 17 7 6 0.001 
6 24 bfs drlu 6 634 298 0 0.021 
6 24 bfs drul 6 566 265 0 0.022 
6 24 bfs ludr 6 446 212 0 0.015 
6 24 bfs lurd 6 461 218 0 0.016 
6 24 bfs rdlu 6 649 304 0 0.025 
6 24 bfs rdul 6 581 271 0 0.019 
6 24 bfs uldr 6 377 179 0 0.012 
6 24 bfs ulrd 6 392 185 0 0.013 
6 24 dfs drlu -1 199456 199456 20 6.383 
6 24 dfs drul 18 185356 185341 20 5.995 
6 24 dfs ludr -1 179506 179506 20 6.723 
6 24 dfs lurd -1 291102 291102 20 11.273 
6 24 dfs rdlu -1 329285 329285 20 11.448 
6 24 dfs rdul -1 199456 199456 20 6.418 
6 24 dfs uldr 6 160395 160390 20 8.301 
6 24 dfs ulrd -1 179506 179506 20 6.072 
6 25 astr hamm 6 15 7 6 0.001 
6 25 astr manh 6 15 7 6 0.001 
6 25 bfs drlu 6 487 233 0 0.016 
6 25 bfs drul 6 349 169 0 0.011 
6 25 bfs ludr 6 443 211 0 0.015 
6 25 bfs lurd 6 444 211 0 0.015 
6 25 bfs rdlu 6 488 233 0 0.025 
6 25 bfs rdul 6 351 170 0 0.012 
6 25 bfs uldr 6 303 146 0 0.01 
6 25 bfs ulrd 6 305 147 0 0.01 
6 25 dfs drlu -1 318137 318137 20 11.136 
6 25 dfs drul 14 119326 119315 20 3.776 
6 25 dfs ludr 18 85496 85488 20 2.73 
6 25 dfs lurd -1 315139 315139 20 11.209 
6 25 dfs rdlu -1 254768 254768 20 9.344 
6 25 dfs rdul 6 100465 100459 20 3.175 
6 25 dfs uldr -1 212046 212046 20 8.72 
6 25 dfs ulrd -1 297538 297538 20 10.122 
6 26 astr hamm 6 16 7 6 0.001 
6 26 astr manh 6 16 7 6 0.001 
6 26 bfs drlu 6 337 165 0 0.011 
6 26 bfs drul 6 337 165 0 0.012 
6 26 bfs ludr 6 364 177 0 0.012 
6 26 bfs lurd 6 280 134 0 0.011 
6 26 bfs rdlu 6 252 121 0 0.009 
6 26 bfs rdul 6 252 121 0 0.012 
6 26 bfs uldr 6 364 177 0 0.012 
6 26 bfs ulrd 6 280 134 0 0.009 
6 26 dfs drlu 18 103759 103743 20 3.561 
6 26 dfs drul 16 134759 134751 20 4.251 
6 26 dfs ludr -1 145049 145049 20 4.581 
6 26 dfs lurd 18 69951 69939 20 2.235 
6 26 dfs rdlu -1 151451 151451 20 4.733 
6 26 dfs rdul 14 51589 51577 20 1.731 
6 26 dfs uldr 6 230988 230987 20 13.108 
6 26 dfs ulrd -1 145049 145049 20 4.813 
6 27 astr hamm 6 17 7 6 0.001 
6 27 astr manh 6 17 7 6 0.001 
6 27 bfs drlu 6 476 229 0 0.016 
6 27 bfs drul 6 476 229 0 0.016 
6 27 bfs ludr 6 339 163 0 0.011 
6 27 bfs lurd 6 317 151 0 0.03 
6 27 bfs rdlu 6 454 217 0 0.015 
6 27 bfs rdul 6 454 217 0 0.016 
6 27 bfs uldr 6 339 163 0 0.012 
6 27 bfs ulrd 6 317 151 0 0.01 
6 27 dfs drlu 18 2597 2578 20 0.081 
6 27 dfs drul -1 315139 315139 20 10.065 
6 27 dfs ludr -1 318137 318137 20 11.319 
6 27 dfs lurd -1 308791 308791 20 11.239 
6 27 dfs rdlu 6 176280 176275 20 5.564 
6 27 dfs rdul 12 121273 121263 20 3.833 
6 27 dfs uldr -1 254768 254768 20 14.92 
6 27 dfs ulrd -1 259908 259908 20 8.635 
6 28 astr hamm 6 16 7 6 0.001 
6 28 astr manh 6 16 7 6 0.001 
6 28 bfs drlu 6 273 133 0 0.009 
6 28 bfs drul 6 273 133 0 0.009 
6 28 bfs ludr 6 302 146 0 0.01 
6 28 bfs lurd 6 342 165 0 0.012 
6 28 bfs rdlu 6 315 153 0 0.012 
6 28 bfs rdul 6 315 153 0 0.01 
6 28 bfs uldr 6 302 146 0 0.01 
6 28 bfs ulrd 6 342 165 0 0.011 
6 28 dfs drlu -1 225808 225808 20 8.364 
6 28 dfs drul 6 115369 115364 20 3.669 
6 28 dfs ludr -1 145049 145049 20 4.637 
6 28 dfs lurd -1 279153 279153 20 9.942 
6 28 dfs rdlu -1 151451 151451 20 5.65 
6 28 dfs rdul -1 225808 225808 20 7.13 
6 28 dfs uldr 18 94746 94736 20 4.397 
6 28 dfs ulrd 14 52055 52046 20 1.687 
6 29 astr hamm 6 17 7 6 0.001 
6 29 astr manh 6 17 7 6 0.001 
6 29 bfs drlu 6 473 228 0 0.017 
6 29 bfs drul 6 473 228 0 0.017 
6 29 bfs ludr 6 339 163 0 0.011 
6 29 bfs lurd 6 318 151 0 0.011 
6 29 bfs rdlu 6 454 217 0 0.015 
6 29 bfs rdul 6 454 217 0 0.016 
6 29 bfs uldr 6 339 163 0 0.012 
6 29 bfs ulrd 6 318 151 0 0.01 
6 29 dfs drlu 18 121654 121639 20 3.906 
6 29 dfs drul 18 195927 195911 20 6.225 
6 29 dfs ludr 14 85202 85196 20 3.866 
6 29 dfs lurd 6 150761 150758 20 5.028 
6 29 dfs rdlu 14 27318 27303 20 0.843 
6 29 dfs rdul 16 131064 131049 20 4.24 
6 29 dfs uldr 6 105717 105714 20 4.522 
6 29 dfs ulrd 18 109248 109236 20 3.657 
6 30 astr hamm 6 18 7 6 0.001 
6 30 astr manh 6 18 7 6 0.001 
6 30 bfs drlu 6 398 191 0 0.013 
6 30 bfs drul 6 398 191 0 0.013 
6 30 bfs ludr 6 444 214 0 0.014 
6 30 bfs lurd 6 394 188 0 0.013 
6 30 bfs rdlu 6 349 166 0 0.012 
6 30 bfs rdul 6 349 166 0 0.013 
6 30 bfs uldr 6 444 214 0 0.014 
6 30 bfs ulrd 6 394 188 0 0.013 
6 30 dfs drlu 14 173730 173715 20 6.672 
6 30 dfs drul 16 89645 89629 20 2.809 
6 30 dfs ludr -1 259908 259908 20 8.305 
6 30 dfs lurd 16 104745 104734 20 3.503 
6 30 dfs rdlu 6 108912 108906 20 3.484 
6 30 dfs rdul 6 118215 118207 20 3.781 
6 30 dfs uldr 6 289515 289513 20 12.221 
6 30 dfs ulrd 16 97321 97308 20 3.204 
6 31 astr hamm 6 25 10 6 0.001 
6 31 astr manh 6 22 9 6 0.001 
6 31 bfs drlu 6 533 252 0 0.018 
6 31 bfs drul 6 618 291 0 0.021 
6 31 bfs ludr 6 407 190 0 0.027 
6 31 bfs lurd 6 410 191 0 0.014 
6 31 bfs rdlu 6 536 253 0 0.018 
6 31 bfs rdul 6 621 292 0 0.024 
6 31 bfs uldr 6 491 229 0 0.016 
6 31 bfs ulrd 6 494 230 0 0.016 
6 31 dfs drlu 14 4481 4464 20 0.135 
6 31 dfs drul 14 55914 55901 20 1.76 
6 31 dfs ludr -1 199456 199456 20 7.303 
6 31 dfs lurd -1 329285 329285 20 12.14 
6 31 dfs rdlu 18 28838 28823 20 0.901 
6 31 dfs rdul -1 179506 179506 20 5.712 
6 31 dfs uldr -1 329285 329285 20 11.955 
6 31 dfs ulrd -1 199456 199456 20 6.79 
6 32 astr hamm 6 18 7 6 0.001 
6 32 astr manh 6 18 7 6 0.001 
6 32 bfs drlu 6 486 234 0 0.016 
6 32 bfs drul 6 401 193 0 0.013 
6 32 bfs ludr 6 388 185 0 0.013 
6 32 bfs lurd 6 391 186 0 0.013 
6 32 bfs rdlu 6 489 235 0 0.018 
6 32 bfs rdul 6 404 194 0 0.014 
6 32 bfs uldr 6 304 144 0 0.01 
6 32 bfs ulrd 6 307 145 0 0.01 
6 32 dfs drlu -1 259908 259908 20 8.281 
6 32 dfs drul 14 174660 174647 20 5.55 
6 32 dfs ludr -1 297538 297538 20 9.689 
6 32 dfs lurd 6 169220 169217 20 6.782 
6 32 dfs rdlu -1 308791 308791 20 10.719 
6 32 dfs rdul 14 160464 160451 20 5.22 
6 32 dfs uldr -1 315139 315139 20 15.016 
6 32 dfs ulrd -1 207250 207250 20 7.029 
6 33 astr hamm 6 15 7 6 0.001 
6 33 astr manh 6 15 7 6 0.001 
6 33 bfs drlu 6 421 200 0 0.014 
6 33 bfs drul 6 421 200 0 0.016 
6 33 bfs ludr 6 513 246 0 0.017 
6 33 bfs lurd 6 373 181 0 0.02 
6 33 bfs rdlu 6 278 133 0 0.01 
6 33 bfs rdul 6 278 133 0 0.01 
6 33 bfs uldr 6 513 246 0 0.017 
6 33 bfs ulrd 6 373 181 0 0.014 
6 33 dfs drlu -1 207250 207250 20 8.293 
6 33 dfs drul -1 315139 315139 20 10.07 
6 33 dfs ludr 6 296812 296811 20 10.692 
6 33 dfs lurd 6 166540 166537 20 5.72 
6 33 dfs rdlu 12 64608 64601 20 2.111 
6 33 dfs rdul 12 34386 34376 20 1.072 
6 33 dfs uldr 14 234437 234429 20 10.421 
6 33 dfs ulrd -1 259908 259908 20 8.719 
6 34 astr hamm 6 28 12 6 0.001 
6 34 astr manh 6 18 8 6 0.001 
6 34 bfs drlu 6 425 201 0 0.014 
6 34 bfs drul 6 437 206 0 0.028 
6 34 bfs ludr 6 660 311 0 0.033 
6 34 bfs lurd 6 589 276 0 0.02 
6 34 bfs rdlu 6 353 166 0 0.012 
6 34 bfs rdul 6 365 171 0 0.012 
6 34 bfs uldr 6 672 316 0 0.021 
6 34 bfs ulrd 6 601 281 0 0.021 
6 34 dfs drlu 14 98637 98622 20 3.232 
6 34 dfs drul -1 291102 291102 20 9.359 
6 34 dfs ludr 8 190162 190159 20 6.89 
6 34 dfs lurd 6 241306 241302 20 8.429 
6 34 dfs rdlu 6 88518 88509 20 2.841 
6 34 dfs rdul 18 61478 61462 20 1.946 
6 34 dfs uldr -1 329285 329285 20 14.404 
6 34 dfs ulrd -1 199456 199456 20 6.871 
6 35 astr hamm 6 23 10 6 0.001 
6 35 astr manh 6 17 8 6 0.001 
6 35 bfs drlu 6 374 183 0 0.012 
6 35 bfs drul 6 217 103 0 0.007 
6 35 bfs ludr 6 401 197 0 0.013 
6 35 bfs lurd 6 398 195 0 0.013 
6 35 bfs rdlu 6 371 181 0 0.012 
6 35 bfs rdul 6 214 101 0 0.007 
6 35 bfs uldr 6 245 117 0 0.008 
6 35 bfs ulrd 6 242 115 0 0.008 
6 35 dfs drlu 18 52510 52497 20 1.742 
6 35 dfs drul 10 62802 62794 20 2.009 
6 35 dfs ludr -1 225808 225808 20 7.684 
6 35 dfs lurd -1 151451 151451 20 5.366 
6 35 dfs rdlu -1 279153 279153 20 9.962 
6 35 dfs rdul -1 145049 145049 20 4.584 
6 35 dfs uldr -1 151451 151451 20 5.683 
6 35 dfs ulrd -1 225808 225808 20 7.571 
6 36 astr hamm 6 16 7 6 0.001 
6 36 astr manh 6 16 7 6 0.001 
6 36 bfs drlu 6 318 155 0 0.01 
6 36 bfs drul 6 318 155 0 0.011 
6 36 bfs ludr 6 345 167 0 0.011 
6 36 bfs lurd 6 299 144 0 0.01 
6 36 bfs rdlu 6 270 131 0 0.009 
6 36 bfs rdul 6 270 131 0 0.01 
6 36 bfs uldr 6 345 167 0 0.011 
6 36 bfs ulrd 6 299 144 0 0.009 
6 36 dfs drlu -1 225808 225808 20 9.161 
6 36 dfs drul -1 151451 151451 20 4.819 
6 36 dfs ludr 14 52277 52269 20 1.675 
6 36 dfs lurd 18 214941 214935 20 6.922 
6 36 dfs rdlu -1 151451 151451 20 5.029 
6 36 dfs rdul 6 85223 85216 20 2.704 
6 36 dfs uldr 18 93119 93108 20 3.23 
6 36 dfs ulrd -1 145049 145049 20 4.924 
6 37 astr hamm 6 17 7 6 0.002 
6 37 astr manh 6 17 7 6 0.001 
6 37 bfs drlu 6 457 219 0 0.018 
6 37 bfs drul 6 457 219 0 0.02 
6 37 bfs ludr 6 321 153 0 0.013 
6 37 bfs lurd 6 336 161 0 0.015 
6 37 bfs rdlu 6 470 226 0 0.016 
6 37 bfs rdul 6 470 226 0 0.017 
6 37 bfs uldr 6 321 153 0 0.01 
6 37 bfs ulrd 6 336 161 0 0.011 
6 37 dfs drlu 18 2521 2502 20 0.08 
6 37 dfs drul 18 27272 27254 20 0.847 
6 37 dfs ludr -1 318137 318137 20 11.235 
6 37 dfs lurd 6 87909 87905 20 2.84 
6 37 dfs rdlu -1 212046 212046 20 7.766 
6 37 dfs rdul 18 121643 121627 20 4.009 
6 37 dfs uldr 14 160027 160024 20 6.896 
6 37 dfs ulrd 6 78883 78879 20 2.55 
6 38 astr hamm 6 16 7 6 0.001 
6 38 astr manh 6 16 7 6 0.001 
6 38 bfs drlu 6 255 123 0 0.01 
6 38 bfs drul 6 255 123 0 0.009 
6 38 bfs ludr 6 283 136 0 0.011 
6 38 bfs lurd 6 361 175 0 0.012 
6 38 bfs rdlu 6 334 163 0 0.011 
6 38 bfs rdul 6 334 163 0 0.014 
6 38 bfs uldr 6 283 136 0 0.009 
6 38 bfs ulrd 6 361 175 0 0.011 
6 38 dfs drlu -1 225808 225808 20 13.334 
6 38 dfs drul 18 122221 122204 20 3.867 
6 38 dfs ludr 18 105312 105303 20 3.358 
6 38 dfs lurd 6 212046 212044 20 7.012 
6 38 dfs rdlu -1 151451 151451 20 4.82 
6 38 dfs rdul 16 103741 103727 20 3.299 
6 38 dfs uldr 6 90693 90691 20 3.316 
6 38 dfs ulrd -1 145049 145049 20 4.878 
6 39 astr hamm 6 17 7 6 0.001 
6 39 astr manh 6 17 7 6 0.001 
6 39 bfs drlu 6 457 219 0 0.015 
6 39 bfs drul 6 457 219 0 0.015 
6 39 bfs ludr 6 320 153 0 0.01 
6 39 bfs lurd 6 336 161 0 0.011 
6 39 bfs rdlu 6 473 227 0 0.016 
6 39 bfs rdul 6 473 227 0 0.017 
6 39 bfs uldr 6 320 153 0 0.011 
6 39 bfs ulrd 6 336 161 0 0.014 
6 39 dfs drlu -1 297538 297538 20 12.719 
6 39 dfs drul -1 212046 212046 20 6.712 
6 39 dfs ludr -1 259908 259908 20 9.211 
6 39 dfs lurd -1 254768 254768 20 8.205 
6 39 dfs rdlu 18 228710 228696 20 8.184 
6 39 dfs rdul -1 207250 207250 20 6.538 
6 39 dfs uldr -1 308791 308791 20 13.318 
6 39 dfs ulrd -1 318137 318137 20 10.827 
6 40 astr hamm 6 18 7 6 0.001 
6 40 astr manh 6 18 7 6 0.001 
6 40 bfs drlu 6 352 168 0 0.011 
6 40 bfs drul 6 352 168 0 0.013 
6 40 bfs ludr 6 397 190 0 0.013 
6 40 bfs lurd 6 441 212 0 0.014 
6 40 bfs rdlu 6 395 189 0 0.013 
6 40 bfs rdul 6 395 189 0 0.014 
6 40 bfs uldr 6 397 190 0 0.018 
6 40 bfs ulrd 6 441 212 0 0.015 
6 40 dfs drlu -1 207250 207250 20 8.158 
6 40 dfs drul -1 315139 315139 20 10.221 
6 40 dfs ludr 16 97380 97368 20 3.062 
6 40 dfs lurd 6 275710 275707 20 8.961 
6 40 dfs rdlu -1 212046 212046 20 6.77 
6 40 dfs rdul 6 173714 173707 20 5.697 
6 40 dfs uldr 16 104804 104794 20 4.588 
6 40 dfs ulrd 18 86274 86264 20 2.977 
6 41 astr hamm 6 18 7 6 0.001 
6 41 astr manh 6 18 7 6 0.001 
6 41 bfs drlu 6 407 196 0 0.014 
6 41 bfs drul 6 492 237 0 0.016 
6 41 bfs ludr 6 310 147 0 0.01 
6 41 bfs lurd 6 301 142 0 0.01 
6 41 bfs rdlu 6 398 191 0 0.013 
6 41 bfs rdul 6 483 232 0 0.029 
6 41 bfs uldr 6 394 188 0 0.013 
6 41 bfs ulrd 6 385 183 0 0.012 
6 41 dfs drlu -1 318137 318137 20 13.515 
6 41 dfs drul -1 308791 308791 20 9.861 
6 41 dfs ludr -1 207250 207250 20 7.579 
6 41 dfs lurd -1 315139 315139 20 10.201 
6 41 dfs rdlu -1 254768 254768 20 8.914 
6 41 dfs rdul 18 104973 104957 20 3.319 
6 41 dfs uldr 6 176269 176267 20 8.229 
6 41 dfs ulrd -1 297538 297538 20 10.275 
6 42 astr hamm 6 25 10 6 0.001 
6 42 astr manh 6 22 9 6 0.001 
6 42 bfs drlu 6 624 294 0 0.023 
6 42 bfs drul 6 539 255 0 0.025 
6 42 bfs ludr 6 497 232 0 0.017 
6 42 bfs lurd 6 488 227 0 0.017 
6 42 bfs rdlu 6 615 289 0 0.022 
6 42 bfs rdul 6 530 250 0 0.033 
6 42 bfs uldr 6 413 193 0 0.014 
6 42 bfs ulrd 6 404 188 0 0.015 
6 42 dfs drlu 18 5025 5004 20 0.173 
6 42 dfs drul -1 291102 291102 20 9.35 
6 42 dfs ludr -1 199456 199456 20 6.414 
6 42 dfs lurd -1 329285 329285 20 10.766 
6 42 dfs rdlu 18 55960 55944 20 1.767 
6 42 dfs rdul 18 4489 4468 20 0.137 
6 42 dfs uldr 10 315860 315856 20 11.132 
6 42 dfs ulrd -1 199456 199456 20 6.841 
6 43 astr hamm 6 15 7 6 0.001 
6 43 astr manh 6 15 7 6 0.001 
6 43 bfs drlu 6 223 106 0 0.007 
6 43 bfs drul 6 223 106 0 0.007 
6 43 bfs ludr 6 245 117 0 0.008 
6 43 bfs lurd 6 392 192 0 0.012 
6 43 bfs rdlu 6 371 181 0 0.012 
6 43 bfs rdul 6 371 181 0 0.019 
6 43 bfs uldr 6 245 117 0 0.008 
6 43 bfs ulrd 6 392 192 0 0.013 
6 43 dfs drlu 14 32767 32754 20 1.21 
6 43 dfs drul -1 151451 151451 20 4.755 
6 43 dfs ludr 18 27779 27769 20 0.883 
6 43 dfs lurd 16 215476 215470 20 6.987 
6 43 dfs rdlu 18 135269 135260 20 4.3 
6 43 dfs rdul 18 88611 88597 20 2.827 
6 43 dfs uldr -1 279153 279153 20 11.763 
6 43 dfs ulrd -1 145049 145049 20 4.823 
6 44 astr hamm 6 17 7 6 0.001 
6 44 astr manh 6 17 7 6 0.001 
6 44 bfs drlu 6 584 273 0 0.02 
6 44 bfs drul 6 652 306 0 0.024 
6 44 bfs ludr 6 395 187 0 0.013 
6 44 bfs lurd 6 374 177 0 0.012 
6 44 bfs rdlu 6 563 263 0 0.019 
6 44 bfs rdul 6 631 296 0 0.045 
6 44 bfs uldr 6 464 220 0 0.016 
6 44 bfs ulrd 6 443 210 0 0.014 
6 44 dfs drlu -1 199456 199456 20 11.284 
6 44 dfs drul -1 329285 329285 20 10.587 
6 44 dfs ludr -1 179506 179506 20 6.739 
6 44 dfs lurd -1 291102 291102 20 9.404 
6 44 dfs rdlu -1 329285 329285 20 11.393 
6 44 dfs rdul -1 199456 199456 20 6.465 
6 44 dfs uldr -1 291102 291102 20 10.639 
6 44 dfs ulrd 16 140715 140704 20 4.727 
6 45 astr hamm 6 15 7 6 0.001 
6 45 astr manh 6 15 7 6 0.001 
6 45 bfs drlu 6 354 172 0 0.012 
6 45 bfs drul 6 491 235 0 0.017 
6 45 bfs ludr 6 308 149 0 0.01 
6 45 bfs lurd 6 300 144 0 0.01 
6 45 bfs rdlu 6 346 167 0 0.012 
6 45 bfs rdul 6 484 231 0 0.027 
6 45 bfs uldr 6 447 213 0 0.015 
6 45 bfs ulrd 6 440 209 0 0.015 
6 45 dfs drlu 14 100481 100467 20 4.253 
6 45 dfs drul -1 254768 254768 20 8.124 
6 45 dfs ludr 18 70388 70378 20 2.227 
6 45 dfs lurd -1 212046 212046 20 6.75 
6 45 dfs rdlu 6 111917 111911 20 3.546 
6 45 dfs rdul -1 318137 318137 20 10.241 
6 45 dfs uldr -1 315139 315139 20 11.601 
6 45 dfs ulrd -1 207250 207250 20 7.028 
6 46 astr hamm 6 15 7 6 0.001 
6 46 astr manh 6 15 7 6 0.001 
6 46 bfs drlu 6 281 135 0 0.009 
6 46 bfs drul 6 281 135 0 0.01 
6 46 bfs ludr 6 376 183 0 0.012 
6 46 bfs lurd 6 510 244 0 0.017 
6 46 bfs rdlu 6 418 198 0 0.015 
6 46 bfs rdul 6 418 198 0 0.021 
6 46 bfs uldr 6 376 183 0 0.012 
6 46 bfs ulrd 6 510 244 0 0.017 
6 46 dfs drlu -1 297538 297538 20 14.88 
6 46 dfs drul -1 212046 212046 20 6.786 
6 46 dfs ludr -1 259908 259908 20 8.319 
6 46 dfs lurd 18 234510 234502 20 7.69 
6 46 dfs rdlu 18 25174 25157 20 0.779 
6 46 dfs rdul -1 207250 207250 20 6.711 
6 46 dfs uldr -1 308791 308791 20 13.335 
6 46 dfs ulrd 6 273491 273489 20 9.343 
6 47 astr hamm 6 30 13 6 0.002 
6 47 astr manh 6 20 9 6 0.001 
6 47 bfs drlu 6 367 173 0 0.012 
6 47 bfs drul 6 355 168 0 0.012 
6 47 bfs ludr 6 604 283 0 0.02 
6 47 bfs lurd 6 671 315 0 0.022 
6 47 bfs rdlu 6 434 204 0 0.015 
6 47 bfs rdul 6 422 199 0 0.017 
6 47 bfs uldr 6 592 278 0 0.019 
6 47 bfs ulrd 6 659 310 0 0.022 
6 47 dfs drlu -1 179506 179506 20 9.273 
6 47 dfs drul 14 95758 95744 20 3.077 
6 47 dfs ludr -1 199456 199456 20 7.311 
6 47 dfs lurd 16 235674 235664 20 7.609 
6 47 dfs rdlu -1 291102 291102 20 10.23 
6 47 dfs rdul 6 98621 98614 20 3.126 
6 47 dfs uldr 6 247969 247966 20 15.14 
6 47 dfs ulrd -1 199456 199456 20 6.644 
6 48 astr hamm 6 17 8 6 0.001 
6 48 astr manh 6 15 7 6 0.001 
6 48 bfs drlu 6 217 103 0 0.007 
6 48 bfs drul 6 373 183 0 0.012 
6 48 bfs ludr 6 245 117 0 0.008 
6 48 bfs lurd 6 242 115 0 0.008 
6 48 bfs rdlu 6 214 101 0 0.007 
6 48 bfs rdul 6 371 181 0 0.013 
6 48 bfs uldr 6 401 197 0 0.013 
6 48 bfs ulrd 6 399 195 0 0.016 
6 48 dfs drlu 14 75980 75971 20 3.029 
6 48 dfs drul -1 279153 279153 20 8.96 
6 48 dfs ludr -1 225808 225808 20 7.357 
6 48 dfs lurd -1 151451 151451 20 4.8 
6 48 dfs rdlu -1 279153 279153 20 9.844 
6 48 dfs rdul -1 145049 145049 20 4.61 
6 48 dfs uldr -1 151451 151451 20 5.468 
6 48 dfs ulrd -1 225808 225808 20 7.723 
6 49 astr hamm 6 17 7 6 0.001 
6 49 astr manh 6 17 7 6 0.001 
6 49 bfs drlu 6 332 156 0 0.011 
6 49 bfs drul 6 332 156 0 0.011 
6 49 bfs ludr 6 524 247 0 0.017 
6 49 bfs lurd 6 693 325 0 0.023 
6 49 bfs rdlu 6 503 235 0 0.02 
6 49 bfs rdul 6 503 235 0 0.018 
6 49 bfs uldr 6 524 247 0 0.017 
6 49 bfs ulrd 6 693 325 0 0.056 
6 49 dfs drlu 12 28 13 12 0.001 
6 49 dfs drul 12 17982 17970 20 0.552 
6 49 dfs ludr -1 179506 179506 20 6.666 
6 49 dfs lurd 18 83449 83436 20 2.768 
6 49 dfs rdlu 14 151867 151853 20 4.768 
6 49 dfs rdul 18 129286 129271 20 4.215 
6 49 dfs uldr -1 291102 291102 20 9.994 
6 49 dfs ulrd -1 179506 179506 20 6.128 
6 50 astr hamm 6 16 7 6 0.001 
6 50 astr manh 6 16 7 6 0.001 
6 50 bfs drlu 6 314 152 0 0.011 
6 50 bfs drul 6 314 152 0 0.01 
6 50 bfs ludr 6 477 229 0 0.016 
6 50 bfs lurd 6 478 228 0 0.016 
6 50 bfs rdlu 6 316 150 0 0.01 
6 50 bfs rdul 6 316 150 0 0.042 
6 50 bfs uldr 6 477 229 0 0.016 
6 50 bfs ulrd 6 478 228 0 0.017 
6 50 dfs drlu 18 212 195 20 0.008 
6 50 dfs drul -1 212046 212046 20 6.691 
6 50 dfs ludr 18 187052 187047 20 5.838 
6 50 dfs lurd -1 254768 254768 20 8.499 
6 50 dfs rdlu 14 49969 49955 20 1.595 
6 50 dfs rdul 18 40998 40979 20 1.297 
6 50 dfs uldr -1 308791 308791 20 14.015 
6 50 dfs ulrd -1 318137 318137 20 10.67 
6 51 astr hamm 6 24 11 6 0.001 
6 51 astr manh 6 20 9 6 0.001 
6 51 bfs drlu 6 470 223 0 0.016 
6 51 bfs drul 6 588 277 0 0.019 
6 51 bfs ludr 6 440 206 0 0.014 
6 51 bfs lurd 6 440 206 0 0.014 
6 51 bfs rdlu 6 470 223 0 0.016 
6 51 bfs rdul 6 588 277 0 0.035 
6 51 bfs uldr 6 557 260 0 0.018 
6 51 bfs ulrd 6 557 260 0 0.03 
6 51 dfs drlu -1 179506 179506 20 8.563 
6 51 dfs drul 18 101880 101861 20 3.252 
6 51 dfs ludr -1 199456 199456 20 7.335 
6 51 dfs lurd -1 329285 329285 20 10.729 
6 51 dfs rdlu -1 291102 291102 20 10.145 
6 51 dfs rdul 10 109599 109589 20 3.527 
6 51 dfs uldr -1 329285 329285 20 16.739 
6 51 dfs ulrd 6 194374 194372 20 6.645 
6 52 astr hamm 6 14 7 6 0.001 
6 52 astr manh 6 14 7 6 0.001 
6 52 bfs drlu 6 261 125 0 0.008 
6 52 bfs drul 6 261 125 0 0.015 
6 52 bfs ludr 6 393 191 0 0.013 
6 52 bfs lurd 6 530 254 0 0.018 
6 52 bfs rdlu 6 401 190 0 0.014 
6 52 bfs rdul 6 401 190 0 0.034 
6 52 bfs uldr 6 393 191 0 0.013 
6 52 bfs ulrd 6 530 254 0 0.018 
6 52 dfs drlu 12 25 13 12 0.001 
6 52 dfs drul 12 17979 17970 20 0.559 
6 52 dfs ludr -1 259908 259908 20 8.307 
6 52 dfs lurd -1 254768 254768 20 8.274 
6 52 dfs rdlu 12 165860 165851 20 5.311 
6 52 dfs rdul -1 207250 207250 20 6.687 
6 52 dfs uldr 18 148015 148005 20 7.81 
6 52 dfs ulrd -1 318137 318137 20 10.808 
6 53 astr hamm 6 23 11 6 0.001 
6 53 astr manh 6 14 7 6 0.001 
6 53 bfs drlu 6 266 127 0 0.009 
6 53 bfs drul 6 256 123 0 0.008 
6 53 bfs ludr 6 536 256 0 0.018 
6 53 bfs lurd 6 536 256 0 0.018 
6 53 bfs rdlu 6 266 127 0 0.01 
6 53 bfs rdul 6 256 123 0 0.022 
6 53 bfs uldr 6 526 252 0 0.017 
6 53 bfs ulrd 6 526 252 0 0.023 
6 53 dfs drlu 6 40426 40422 20 1.395 
6 53 dfs drul 6 14 7 6 0.001 
6 53 dfs ludr 16 106419 106415 20 4.387 
6 53 dfs lurd 8 259971 259969 20 8.481 
6 53 dfs rdlu 6 48633 48629 20 1.547 
6 53 dfs rdul 6 14 7 6 0.001 
